latitude,longitude,is_green
32.887512,-117.232588,1
32.8875,-117.239838,1
32.887488,-117.255726,1
32.887488,-117.232574,1
32.887477,-117.239696,1
32.887465,-117.255485,1
32.887453,-117.256887,1
32.887453,-117.238663,1
32.887441,-117.252072,1
32.88743,-117.256703,1
32.88743,-117.237884,1
32.887418,-117.255343,1
32.887418,-117.233522,1
32.887406,-117.239838,1
32.887395,-117.25625,1
32.887395,-117.237162,1
32.887383,-117.255513,1
32.887383,-117.234075,1
32.887371,-117.242911,1
32.887359,-117.25683,1
32.887359,-117.239625,1
32.887348,-117.256193,1
32.887348,-117.238988,1
32.887336,-117.25574,1
32.887336,-117.236354,1
32.887324,-117.252554,1
32.887324,-117.234344,1
32.887312,-117.252398,1
32.887312,-117.23416,1
32.887301,-117.249014,1
32.887301,-117.23331,1
32.887289,-117.240418,1
32.887277,-117.256915,1
32.887277,-117.240093,1
32.887266,-117.256504,1
32.887266,-117.23971,1
32.887254,-117.256292,1
32.887254,-117.239526,1
32.887242,-117.25591,1
32.887242,-117.238932,1
32.88723,-117.255513,1
32.88723,-117.238733,1
32.887219,-117.255428,1
32.887219,-117.234514,1
32.887207,-117.252129,1
32.887207,-117.234117,1
32.887195,-117.248858,1
32.887195,-117.233579,1
32.887184,-117.244058,1
32.887184,-117.233183,1
32.887172,-117.242245,1
32.887172,-117.230648,1
32.88716,-117.242188,1
32.887148,-117.256958,1
32.887148,-117.241622,1
32.887137,-117.256802,1
32.887137,-117.241877,1
32.887137,-117.229147,1
32.887125,-117.243038,1
32.887125,-117.230676,1
32.887113,-117.241806,1
32.887113,-117.230167,1
32.887102,-117.24342,1
32.887102,-117.233551,1
32.88709,-117.247909,1
32.88709,-117.234046,1
32.887078,-117.252228,1
32.887078,-117.237955,1
32.887066,-117.254324,1
32.887066,-117.239286,1
32.887055,-117.255754,1
32.887055,-117.239682,1
32.887043,-117.256278,1
32.887043,-117.240093,1
32.887031,-117.256703,1
32.887031,-117.241806,1
32.887031,-117.229005,1
32.88702,-117.24124,1
32.887008,-117.256943,1
32.887008,-117.241353,1
32.886996,-117.25683,1
32.886996,-117.24182,1
32.886984,-117.256929,1
32.886984,-117.240277,1
32.886973,-117.256561,1
32.886973,-117.240149,1
32.886961,-117.256547,1
32.886961,-117.240319,1
32.886949,-117.256646,1
32.886949,-117.240263,1
32.886938,-117.256504,1
32.886938,-117.240277,1
32.886926,-117.256405,1
32.886926,-117.240064,1
32.886914,-117.256009,1
32.886914,-117.239625,1
32.886902,-117.25574,1
32.886902,-117.239498,1
32.886891,-117.255428,1
32.886891,-117.239158,1
32.886879,-117.254069,1
32.886879,-117.236482,1
32.886867,-117.249509,1
32.886867,-117.23365,1
32.886855,-117.2489,1
32.886855,-117.233239,1
32.886844,-117.247909,1
32.886844,-117.233168,1
32.886832,-117.248065,1
32.886832,-117.233239,1
32.88682,-117.248433,1
32.88682,-117.233749,1
32.886809,-117.248886,1
32.886809,-117.233792,1
32.886797,-117.248603,1
32.886797,-117.233395,1
32.886785,-117.247952,1
32.886785,-117.233423,1
32.886773,-117.247102,1
32.886773,-117.233268,1
32.886762,-117.247159,1
32.886762,-117.233324,1
32.88675,-117.243604,1
32.88675,-117.231781,1
32.886738,-117.24706,1
32.886738,-117.233947,1
32.886727,-117.249467,1
32.886727,-117.23634,1
32.886715,-117.250274,1
32.886715,-117.239257,1
32.886703,-117.254338,1
32.886703,-117.23988,1
32.886691,-117.256122,1
32.886691,-117.240291,1
32.88668,-117.256292,1
32.88668,-117.240603,1
32.886668,-117.256703,1
32.886668,-117.242047,1
32.886656,-117.256674,1
32.886656,-117.242132,1
32.886645,-117.256788,1
32.886645,-117.241976,1
32.886633,-117.256717,1
32.886633,-117.242231,1
32.886633,-117.231724,1
32.886621,-117.244001,1
32.886621,-117.235519,1
32.886609,-117.247102,1
32.886609,-117.235816,1
32.886598,-117.247088,1
32.886598,-117.235944,1
32.886586,-117.248476,1
32.886586,-117.23627,1
32.886574,-117.248518,1
32.886574,-117.236057,1
32.886563,-117.24866,1
32.886563,-117.235887,1
32.886551,-117.248546,1
32.886551,-117.233494,1
32.886539,-117.245148,1
32.886539,-117.232262,1
32.886527,-117.242571,1
32.886516,-117.256873,1
32.886516,-117.240249,1
32.886504,-117.25625,1
32.886504,-117.239583,1
32.886492,-117.255414,1
32.886492,-117.236595,1
32.88648,-117.250557,1
32.88648,-117.235632,1
32.886469,-117.244879,1
32.886469,-117.232361,1
32.886457,-117.24284,1
32.886457,-117.230464,1
32.886445,-117.241764,1
32.886445,-117.230761,1
32.886434,-117.242627,1
32.886434,-117.232191,1
32.886422,-117.245884,1
32.886422,-117.233041,1
32.88641,-117.246507,1
32.88641,-117.236397,1
32.886398,-117.253998,1
32.886398,-117.239286,1
32.886387,-117.255839,1
32.886387,-117.239526,1
32.886375,-117.256377,1
32.886375,-117.242033,1
